id_sensor,type,time,latitude,longitude,value
40645,pm25,2023-07-09T22:57:02.000Z,45.52589590000,9.22878860000,5.43
43962,pm25,2023-07-09T22:56:58.000Z,45.534,9.242,7.97
57418,pm25,2023-07-09T22:56:49.000Z,45.43433691627,9.10697758184,6.93
10869234,loudeness,2023-07-09T23:03:57.126Z,45.477977,9.227728,67
50128,pm25,2023-07-09T22:56:45.000Z,45.478,9.224,5.57
32393,pm25,2023-07-09T22:56:45.000Z,45.426,9.206,6.8
40669,pm25,2023-07-09T22:56:36.000Z,45.528,9.234,6.88
32399,pm25,2023-07-09T22:55:52.000Z,45.44,9.178,5.38
10608112,loudeness,2023-07-09T23:04:30.118Z,45.464081,9.192720,15
22851,pm25,2023-07-09T22:55:50.000Z,45.46,9.24,6.3
40655,pm25,2023-07-09T22:55:47.000Z,45.53940450000,9.23662630000,5.22
10839718,loudeness,2023-07-09T23:04:51.104Z,45.485711,9.148767,57
44216,pm25,2023-07-09T22:55:42.000Z,45.46168340766,9.18210272212,6.72
60342,pm25,2023-07-09T22:55:37.000Z,45.53606202812,9.22630280256,9.13
24644,pm25,2023-07-09T22:55:23.000Z,45.502,9.146,7.55
70169,pm25,2023-07-09T23:03:55.000Z,45.442,9.212,6.9
40669,pm25,2023-07-09T23:03:54.000Z,45.528,9.234,7.5
55575,pm25,2023-07-09T23:03:45.000Z,45.478,9.116,7.55
22851,pm25,2023-07-09T23:03:36.000Z,45.46,9.24,6.75
40655,pm25,2023-07-09T23:03:19.000Z,45.53940450000,9.23662630000,5.55
32399,pm25,2023-07-09T23:03:13.000Z,45.44,9.178,5.6
44216,pm25,2023-07-09T23:03:09.000Z,45.46168340766,9.18210272212,6.78
60342,pm25,2023-07-09T23:03:05.000Z,45.53606202812,9.22630280256,8.5
50128,pm25,2023-07-09T23:02:49.000Z,45.478,9.224,5
59970,pm25,2023-07-09T23:02:48.000Z,45.434,9.116,5.78
24644,pm25,2023-07-09T23:02:41.000Z,45.502,9.146,8.1
40256,pm25,2023-07-09T23:02:38.000Z,45.462,9.21,4.18
45694,pm25,2023-07-09T23:02:37.000Z,45.468,9.124,4.8
